OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentID,ShippingID,OrderStatus
O009300,2024-12-12,C04442,P0133,1,49196.78,15,41817.26,41536.67,280.59,PM001,S001,Delivered
O009301,2025-08-16,C03070,P0283,3,14947.01,15,38114.88,38290.86,-175.98,PM001,S001,Delivered
O009302,2024-11-19,C00351,P0165,3,33123.09,15,84463.88,71013.6,13450.28,PM003,S003,Delivered
O009303,2025-02-10,C04306,P0027,1,32131.68,10,28918.51,20822.18,8096.33,PM002,S001,Delivered
O009304,2025-04-13,C02306,P0095,2,11074.01,10,19933.22,18111.76,1821.46,PM001,S001,Delivered
O009305,2024-06-12,C04792,P0332,1,37700.95,0,37700.95,26943.78,10757.17,PM003,S001,Delivered
O009306,2024-08-27,C01265,P0175,1,12941.59,5,0.0,8530.13,0.0,PM001,S003,Cancelled
O009307,2024-07-31,C01558,P0448,2,68576.52,10,0.0,98938.7,0.0,PM004,S001,Cancelled
O009308,2024-05-28,C04961,P0390,1,53334.01,15,45333.91,41629.6,3704.31,PM002,S001,Pending
O009309,2025-08-06,C00786,P0076,2,39678.14,10,71420.65,59799.78,11620.87,PM001,S002,Delivered
O009310,2024-04-12,C03907,P0440,3,9208.42,10,24862.73,20732.1,4130.63,PM002,S001,Delivered
O009311,2024-07-01,C04207,P0128,1,58911.86,20,0.0,46425.01,0.0,PM001,S001,Cancelled
O009312,2025-05-19,C03434,P0246,2,51005.49,10,91809.88,83008.44,8801.44,PM003,S001,Delivered
O009313,2025-11-26,C02308,P0398,2,61661.97,5,117157.74,86718.24,30439.5,PM003,S001,Delivered
O009314,2025-06-08,C00666,P0278,1,33649.93,10,30284.94,23402.39,6882.55,PM002,S001,Delivered
O009315,2025-01-14,C00561,P0183,3,24024.55,15,61262.6,47520.66,13741.94,PM001,S003,Delivered
O009316,2025-10-23,C03658,P0331,4,45107.84,15,153366.66,128651.88,24714.78,PM004,S001,Delivered
O009317,2024-01-24,C04149,P0360,3,20395.44,10,55067.69,42572.88,12494.81,PM002,S003,Delivered
O009318,2025-12-01,C04998,P0052,2,10593.9,15,18009.63,13364.9,4644.73,PM003,S001,Delivered
O009319,2024-05-12,C02192,P0359,1,6188.47,25,4641.35,4319.61,321.74,PM001,S001,Delivered
O009320,2024-02-19,C01543,P0440,1,9208.42,0,9208.42,6910.7,2297.72,PM003,S001,Delivered
O009321,2025-11-25,C02851,P0102,2,54134.51,15,92028.67,79065.66,12963.01,PM002,S002,Delivered
O009322,2024-01-26,C00718,P0377,1,9602.74,20,7682.19,6373.4,1308.79,PM001,S001,Delivered
O009323,2025-10-11,C03140,P0256,3,20346.54,10,54935.66,38034.75,16900.91,PM005,S001,Delivered
O009324,2024-01-11,C02921,P0077,2,17821.26,10,32078.27,23248.42,8829.85,PM001,S001,Delivered
O009325,2024-04-11,C00655,P0262,1,22515.67,10,20264.1,18581.93,1682.17,PM001,S003,Delivered
O009326,2024-01-11,C01132,P0404,3,25522.92,20,61255.01,48584.43,12670.58,PM001,S001,Delivered
O009327,2024-04-21,C01776,P0310,2,4315.3,20,6904.48,6664.98,239.5,PM001,S001,Delivered
O009328,2025-08-28,C03223,P0002,1,6357.38,10,5721.64,4636.9,1084.74,PM002,S001,Delivered
O009329,2024-06-15,C03812,P0203,1,35238.83,20,28191.06,23896.77,4294.29,PM002,S001,Delivered
O009330,2025-12-21,C01750,P0328,1,24445.78,15,20778.91,16998.83,3780.08,PM004,S001,Delivered
O009331,2025-02-10,C03211,P0158,5,47584.99,5,226028.7,192900.7,33128.0,PM004,S002,Delivered
O009332,2024-02-14,C02728,P0347,3,37176.79,5,105953.85,75385.08,30568.77,PM004,S001,Pending
O009333,2025-12-17,C02537,P0128,2,58911.86,10,106041.35,92850.02,13191.33,PM001,S001,Delivered
O009334,2024-12-24,C01082,P0438,2,54476.44,15,92609.95,82420.16,10189.79,PM002,S003,Returned
O009335,2025-07-07,C04184,P0132,3,6220.35,15,15861.89,15484.5,377.39,PM003,S001,Delivered
O009336,2024-10-11,C03042,P0455,2,58728.52,10,0.0,92515.0,0.0,PM001,S002,Cancelled
O009337,2025-02-03,C02342,P0431,2,25719.83,0,51439.66,36076.6,15363.06,PM004,S001,Delivered
O009338,2025-03-26,C03202,P0344,3,40347.99,10,108939.57,87661.83,21277.74,PM002,S003,Delivered
O009339,2025-09-03,C02088,P0352,1,49903.0,0,0.0,36875.57,0.0,PM004,S002,Cancelled
O009340,2025-03-19,C01080,P0403,3,80033.34,0,240100.02,145692.9,94407.12,PM004,S001,Returned
O009341,2025-01-22,C02760,P0042,1,39215.72,5,37254.93,24468.07,12786.86,PM001,S001,Delivered
O009342,2024-12-21,C00291,P0355,4,61615.13,0,246460.52,199671.84,46788.68,PM001,S001,Pending
O009343,2025-02-28,C04803,P0170,1,51946.11,5,49348.8,43411.22,5937.58,PM005,S001,Delivered
O009344,2024-01-06,C03424,P0307,1,66479.31,25,0.0,43229.79,0.0,PM001,S001,Cancelled
O009345,2025-07-07,C03167,P0259,3,61852.22,20,148445.33,115502.49,32942.84,PM001,S001,Delivered
O009346,2025-03-16,C03500,P0210,1,62299.02,0,62299.02,46704.86,15594.16,PM005,S002,Delivered
O009347,2024-12-21,C04895,P0037,5,22993.19,0,114965.95,83245.8,31720.15,PM005,S001,Delivered
O009348,2025-08-10,C00844,P0022,3,71790.82,10,0.0,134366.58,0.0,PM001,S001,Cancelled
O009349,2025-07-07,C00914,P0161,1,46471.58,20,37177.26,34513.64,2663.62,PM001,S001,Delivered
O009350,2024-09-24,C04440,P0230,4,34533.43,15,117413.66,119409.48,-1995.82,PM001,S001,Delivered
O009351,2024-08-04,C03991,P0359,1,6188.47,15,5260.2,4319.61,940.59,PM002,S001,Delivered
O009352,2024-03-04,C00977,P0354,1,20141.21,10,18127.09,14619.02,3508.07,PM002,S001,Delivered
O009353,2025-03-17,C03327,P0433,1,44606.12,15,37915.2,35436.78,2478.42,PM001,S002,Delivered
O009354,2025-11-21,C02093,P0343,1,50273.16,10,45245.84,38015.1,7230.74,PM001,S001,Delivered
O009355,2025-06-24,C01201,P0438,3,54476.44,15,138914.92,123630.24,15284.68,PM001,S002,Delivered
O009356,2024-10-01,C01649,P0318,1,43885.43,20,35108.34,29198.53,5909.81,PM001,S001,Delivered
O009357,2025-04-14,C00122,P0035,2,45038.66,15,76565.72,65310.96,11254.76,PM004,S002,Delivered
O009358,2024-08-03,C04371,P0285,3,35217.79,5,100370.7,65763.96,34606.74,PM003,S001,Delivered
O009359,2025-07-19,C00960,P0322,1,27485.17,10,24736.65,22623.35,2113.3,PM004,S002,Delivered
O009360,2025-08-14,C03816,P0381,5,24926.56,15,105937.88,107218.65,-1280.77,PM004,S002,Delivered
O009361,2024-07-12,C04408,P0306,2,22520.05,15,38284.08,32669.48,5614.6,PM002,S001,Delivered
O009362,2025-12-12,C01353,P0014,1,57051.08,5,54198.53,43212.88,10985.65,PM002,S003,Delivered
O009363,2024-01-13,C00688,P0048,2,16307.11,10,29352.8,25081.2,4271.6,PM005,S001,Delivered
O009364,2024-08-09,C02330,P0300,3,2586.42,20,6207.41,6312.57,-105.16,PM004,S002,Delivered
O009365,2025-12-05,C00856,P0242,4,44240.99,15,150419.37,139515.28,10904.09,PM004,S001,Delivered
O009366,2025-01-30,C04437,P0072,3,19349.13,10,52242.65,46041.99,6200.66,PM002,S001,Delivered
O009367,2024-09-26,C00022,P0385,5,72417.63,15,307774.93,223734.1,84040.83,PM002,S002,Delivered
O009368,2024-10-24,C02005,P0412,2,59450.27,10,107010.49,81591.6,25418.89,PM004,S001,Delivered
O009369,2025-09-02,C03953,P0259,1,61852.22,5,58759.61,38500.83,20258.78,PM004,S002,Delivered
O009370,2025-09-07,C03887,P0374,1,5389.35,10,4850.42,3591.37,1259.05,PM002,S002,Delivered
O009371,2025-03-07,C00970,P0199,2,56261.48,15,95644.52,90693.56,4950.96,PM001,S003,Delivered
O009372,2025-02-11,C03779,P0098,3,40700.2,10,109890.54,90402.84,19487.7,PM001,S003,Delivered
O009373,2024-03-05,C00345,P0304,1,58156.21,10,52340.59,49841.55,2499.04,PM002,S001,Delivered
O009374,2025-10-18,C01730,P0126,1,59237.56,0,59237.56,48986.46,10251.1,PM001,S002,Delivered
O009375,2024-02-07,C03332,P0160,5,53390.16,0,266950.8,216890.65,50060.15,PM001,S001,Delivered
O009376,2024-01-28,C04296,P0265,3,5861.84,0,17585.52,10985.04,6600.48,PM001,S001,Delivered
O009377,2024-10-15,C03608,P0247,1,68728.99,20,54983.19,47988.76,6994.43,PM001,S001,Delivered
O009378,2024-08-24,C03308,P0483,3,8207.83,25,18467.62,17775.66,691.96,PM004,S001,Delivered
O009379,2024-05-05,C00540,P0185,1,45683.49,15,38830.97,28376.18,10454.79,PM001,S001,Delivered
O009380,2025-01-18,C02294,P0467,2,6122.85,0,12245.7,10635.82,1609.88,PM004,S001,Delivered
O009381,2024-11-21,C02061,P0302,1,69332.86,10,62399.57,46434.16,15965.41,PM001,S001,Delivered
O009382,2024-03-25,C03639,P0058,2,56240.17,10,101232.31,95320.86,5911.45,PM004,S002,Delivered
O009383,2024-09-02,C01489,P0184,2,73507.22,25,110260.83,98264.0,11996.83,PM004,S001,Delivered
O009384,2025-01-22,C00286,P0271,3,19437.94,5,55398.13,39007.83,16390.3,PM004,S002,Delivered
O009385,2024-09-22,C01238,P0119,4,22646.01,15,76996.43,62079.68,14916.75,PM004,S001,Delivered
O009386,2024-07-23,C00113,P0223,3,8444.28,25,18999.63,20721.51,-1721.88,PM001,S001,Returned
O009387,2024-08-15,C04434,P0445,1,49790.99,20,39832.79,36089.14,3743.65,PM005,S001,Pending
O009388,2024-08-27,C00090,P0144,3,4852.11,5,13828.51,11055.09,2773.42,PM001,S002,Delivered
O009389,2024-03-13,C02807,P0371,1,15248.26,0,15248.26,10669.5,4578.76,PM005,S002,Delivered
O009390,2025-11-01,C01500,P0239,3,12641.86,0,37925.58,27503.49,10422.09,PM002,S001,Delivered
O009391,2025-01-22,C01054,P0046,2,9476.07,0,18952.14,11871.54,7080.6,PM001,S001,Delivered
O009392,2025-01-12,C01564,P0229,1,42681.53,0,42681.53,33834.14,8847.39,PM004,S002,Delivered
O009393,2024-07-30,C00357,P0327,2,58375.66,25,87563.49,94121.12,-6557.63,PM004,S001,Returned
O009394,2025-10-09,C03727,P0291,1,51167.67,25,38375.75,31374.35,7001.4,PM001,S001,Delivered
O009395,2025-11-06,C04555,P0477,3,61159.13,0,183477.39,116330.34,67147.05,PM004,S001,Delivered
O009396,2025-10-10,C00471,P0066,1,75218.51,0,75218.51,49517.76,25700.75,PM001,S001,Delivered
O009397,2024-06-19,C02915,P0313,3,43755.71,15,111577.06,84451.23,27125.83,PM001,S001,Delivered
O009398,2024-05-31,C02987,P0368,1,48660.98,15,41361.83,36378.44,4983.39,PM004,S002,Delivered
O009399,2025-11-07,C02621,P0290,3,47710.43,15,121661.6,95843.88,25817.72,PM001,S003,Returned
O009400,2024-04-13,C03263,P0227,4,48165.3,0,192661.2,129408.56,63252.64,PM001,S001,Delivered
O009401,2024-08-09,C01142,P0287,2,60187.55,10,108337.59,87041.24,21296.35,PM005,S001,Delivered
O009402,2024-10-08,C04404,P0012,1,63488.91,15,53965.57,39731.09,14234.48,PM002,S003,Delivered
O009403,2025-01-22,C04660,P0449,2,20268.18,15,34455.91,26859.58,7596.33,PM002,S002,Delivered
O009404,2025-01-06,C01039,P0175,2,12941.59,15,22000.7,17060.26,4940.44,PM002,S002,Delivered
O009405,2024-05-08,C03868,P0221,4,34224.43,5,130052.83,117102.04,12950.79,PM003,S001,Delivered
O009406,2025-02-07,C03551,P0065,1,40645.82,5,38613.53,32704.84,5908.69,PM004,S002,Delivered
O009407,2024-08-07,C04706,P0129,5,58240.03,15,247520.13,201804.05,45716.08,PM003,S002,Delivered
O009408,2024-06-21,C00055,P0335,2,47772.12,10,85989.82,60744.72,25245.1,PM003,S002,Returned
O009409,2025-04-16,C01302,P0250,1,48268.97,5,45855.52,40709.15,5146.37,PM001,S003,Delivered
O009410,2025-03-28,C04509,P0195,2,27032.32,20,43251.71,38309.14,4942.57,PM002,S001,Delivered
O009411,2025-08-30,C03912,P0270,3,54046.3,15,137818.06,134716.05,3102.01,PM002,S001,Delivered
O009412,2025-05-16,C03468,P0182,1,33387.51,10,30048.76,25523.88,4524.88,PM003,S001,Delivered
O009413,2024-02-21,C01495,P0394,1,2823.54,15,2400.01,1723.24,676.77,PM001,S002,Delivered
O009414,2024-04-03,C04134,P0323,4,20154.03,0,0.0,62840.48,0.0,PM005,S001,Cancelled
O009415,2025-07-29,C03704,P0340,1,47957.56,20,38366.05,39945.91,-1579.86,PM001,S002,Delivered
O009416,2024-01-21,C04866,P0384,2,15127.83,25,22691.74,18370.1,4321.64,PM001,S001,Delivered
O009417,2024-04-15,C00183,P0306,2,22520.05,0,45040.1,32669.48,12370.62,PM001,S002,Delivered
O009418,2024-07-18,C01237,P0375,1,24238.87,20,19391.1,15127.2,4263.9,PM004,S001,Delivered
O009419,2024-12-17,C04222,P0384,1,15127.83,15,12858.66,9185.05,3673.61,PM001,S002,Delivered
O009420,2024-10-07,C04236,P0100,4,61581.76,20,197061.63,152250.48,44811.15,PM005,S001,Pending
O009421,2024-10-08,C00621,P0347,1,37176.79,5,35317.95,25128.36,10189.59,PM005,S003,Delivered
O009422,2025-09-03,C01545,P0241,1,35746.54,25,26809.9,21945.85,4864.05,PM001,S002,Delivered
O009423,2025-06-22,C04128,P0116,4,50033.0,15,170112.2,126925.64,43186.56,PM002,S002,Delivered
O009424,2024-09-01,C00235,P0164,1,37684.02,10,0.0,28750.52,0.0,PM001,S001,Cancelled
O009425,2025-07-28,C00073,P0239,1,12641.86,15,10745.58,9167.83,1577.75,PM002,S002,Delivered
O009426,2025-03-04,C04568,P0011,2,2177.96,10,3920.33,3576.42,343.91,PM002,S001,Returned
O009427,2024-02-07,C01790,P0387,5,59077.56,5,280618.41,181671.8,98946.61,PM004,S001,Pending
O009428,2025-02-22,C00628,P0472,1,29948.37,0,29948.37,23635.73,6312.64,PM001,S002,Delivered
O009429,2024-10-28,C00668,P0167,2,77108.92,20,123374.27,94928.02,28446.25,PM005,S001,Delivered
O009430,2025-09-30,C04024,P0010,3,48314.82,5,137697.24,94824.93,42872.31,PM005,S001,Delivered
O009431,2024-03-11,C00594,P0474,2,3532.26,10,6358.07,5432.12,925.95,PM002,S001,Delivered
O009432,2025-10-07,C02667,P0051,5,4386.54,10,19739.43,18702.65,1036.78,PM002,S001,Returned
O009433,2025-06-08,C03813,P0288,2,35513.23,0,71026.46,58099.02,12927.44,PM002,S001,Delivered
O009434,2024-06-22,C02340,P0436,1,31579.31,15,26842.41,25591.4,1251.01,PM001,S001,Delivered
O009435,2024-03-30,C03360,P0328,1,24445.78,15,20778.91,16998.83,3780.08,PM003,S001,Delivered
O009436,2025-01-02,C02261,P0047,5,31801.68,5,151057.98,97155.5,53902.48,PM002,S001,Delivered
O009437,2024-07-25,C04263,P0013,3,16027.95,20,38467.08,36598.29,1868.79,PM001,S001,Delivered
O009438,2024-03-02,C00969,P0378,3,50544.92,25,113726.07,99541.92,14184.15,PM002,S001,Delivered
O009439,2024-11-14,C02028,P0323,1,20154.03,15,17130.93,15710.12,1420.81,PM001,S001,Delivered
O009440,2025-07-04,C00179,P0309,2,66490.78,15,113034.33,88596.68,24437.65,PM003,S001,Delivered
O009441,2024-02-29,C02052,P0309,1,66490.78,0,66490.78,44298.34,22192.44,PM003,S001,Delivered
O009442,2024-04-14,C04432,P0399,2,71356.31,10,128441.36,98841.3,29600.06,PM002,S001,Delivered
O009443,2024-08-26,C00195,P0437,1,42372.13,0,42372.13,32631.96,9740.17,PM001,S001,Delivered
O009444,2025-04-06,C03536,P0469,1,44749.13,15,0.0,30371.52,0.0,PM004,S003,Cancelled
O009445,2024-05-06,C02941,P0121,1,16749.71,15,14237.25,13193.2,1044.05,PM003,S001,Delivered
O009446,2024-03-23,C02818,P0298,3,23024.57,0,69073.71,49688.16,19385.55,PM003,S001,Delivered
O009447,2024-08-07,C03629,P0285,1,35217.79,0,35217.79,21921.32,13296.47,PM003,S001,Delivered
O009448,2025-02-11,C01232,P0245,4,47893.82,15,162838.99,126985.28,35853.71,PM001,S001,Delivered
O009449,2025-09-08,C03699,P0047,2,31801.68,10,57243.02,38862.2,18380.82,PM001,S001,Delivered
O009450,2025-08-08,C01960,P0219,1,2836.49,20,2269.19,1950.46,318.73,PM002,S002,Delivered
O009451,2025-10-08,C01527,P0286,5,38718.39,10,174232.76,151299.6,22933.16,PM005,S001,Delivered
O009452,2025-03-05,C02178,P0123,1,49490.47,0,49490.47,33839.37,15651.1,PM002,S001,Delivered
O009453,2025-07-27,C03073,P0014,1,57051.08,5,54198.53,43212.88,10985.65,PM004,S002,Delivered
O009454,2025-05-27,C03520,P0489,1,63512.19,5,0.0,42909.69,0.0,PM001,S003,Cancelled
O009455,2024-03-19,C01696,P0253,3,12367.42,10,33392.03,22860.81,10531.22,PM003,S002,Delivered
O009456,2024-03-05,C04120,P0079,1,47621.91,20,38097.53,32763.61,5333.92,PM001,S001,Delivered
O009457,2024-07-01,C00377,P0238,3,57970.37,5,165215.55,117792.9,47422.65,PM002,S002,Delivered
O009458,2024-03-06,C00779,P0367,1,24813.02,15,21091.07,16363.13,4727.94,PM001,S002,Delivered
O009459,2024-07-26,C03344,P0315,4,14696.74,10,52908.26,48603.8,4304.46,PM003,S001,Delivered
O009460,2024-02-23,C03596,P0110,3,48321.07,5,137715.05,106520.16,31194.89,PM002,S001,Delivered
O009461,2024-08-08,C02500,P0362,2,67444.04,5,128143.68,95561.34,32582.34,PM002,S002,Delivered
O009462,2024-08-23,C04996,P0064,1,48548.63,5,46121.2,31147.93,14973.27,PM001,S001,Delivered
O009463,2025-09-03,C00587,P0044,1,78681.89,15,66879.61,49961.25,16918.36,PM001,S001,Delivered
O009464,2025-03-13,C01055,P0500,1,38467.04,0,38467.04,23888.24,14578.8,PM001,S001,Delivered
O009465,2024-04-12,C03000,P0270,2,54046.3,10,97283.34,89810.7,7472.64,PM002,S001,Delivered
O009466,2025-03-11,C00610,P0409,1,56883.94,0,56883.94,36949.48,19934.46,PM001,S001,Delivered
O009467,2025-11-24,C02177,P0091,1,46340.89,0,46340.89,33443.91,12896.98,PM001,S001,Delivered
O009468,2025-02-24,C02501,P0239,1,12641.86,0,0.0,9167.83,0.0,PM002,S002,Cancelled
O009469,2024-04-17,C00807,P0300,2,2586.42,10,4655.56,4208.38,447.18,PM001,S001,Delivered
O009470,2025-06-07,C02484,P0317,1,60329.46,15,51280.04,38012.39,13267.65,PM002,S002,Delivered
O009471,2025-03-18,C02700,P0258,2,24826.11,0,49652.22,41966.84,7685.38,PM001,S001,Pending
O009472,2025-05-20,C01352,P0243,3,22513.98,20,54033.55,50151.54,3882.01,PM005,S002,Delivered
O009473,2025-02-07,C00109,P0465,2,1599.66,20,2559.46,2157.18,402.28,PM003,S001,Delivered
O009474,2024-12-08,C00526,P0079,1,47621.91,5,45240.81,32763.61,12477.2,PM002,S001,Delivered
O009475,2025-08-20,C01499,P0475,1,5395.91,20,4316.73,3640.87,675.86,PM005,S001,Returned
O009476,2024-11-22,C00950,P0330,1,58137.16,15,0.0,37612.64,0.0,PM004,S001,Cancelled
O009477,2024-08-01,C01668,P0427,3,11387.78,10,30747.01,23432.97,7314.04,PM001,S001,Delivered
O009478,2025-07-09,C03185,P0238,1,57970.37,15,49274.81,39264.3,10010.51,PM001,S001,Delivered
O009479,2024-11-17,C04948,P0265,1,5861.84,0,5861.84,3661.68,2200.16,PM001,S001,Delivered
O009480,2024-03-18,C00606,P0189,4,62260.82,5,236591.12,190708.36,45882.76,PM001,S001,Delivered
O009481,2024-02-24,C02395,P0195,3,27032.32,5,77042.11,57463.71,19578.4,PM004,S001,Delivered
O009482,2024-03-11,C01625,P0408,1,4619.62,15,3926.68,2816.89,1109.79,PM002,S002,Delivered
O009483,2024-03-08,C04918,P0449,1,20268.18,15,17227.95,13429.79,3798.16,PM004,S001,Returned
O009484,2024-06-28,C04403,P0166,1,46701.4,20,37361.12,34729.8,2631.32,PM002,S002,Delivered
O009485,2025-01-14,C01058,P0198,2,37736.18,5,71698.74,47238.7,24460.04,PM004,S002,Delivered
O009486,2025-11-16,C01369,P0389,1,19120.81,10,17208.73,15736.23,1472.5,PM001,S001,Delivered
O009487,2025-11-11,C01672,P0068,1,64246.3,0,64246.3,43943.82,20302.48,PM003,S001,Delivered
O009488,2025-03-25,C04634,P0195,4,27032.32,25,81096.96,76618.28,4478.68,PM003,S002,Delivered
O009489,2024-09-17,C03739,P0237,1,41331.17,10,37198.05,27451.26,9746.79,PM004,S001,Delivered
O009490,2025-03-22,C00928,P0158,1,47584.99,10,42826.49,38580.14,4246.35,PM004,S001,Delivered
O009491,2025-09-28,C03626,P0228,3,70405.17,10,190093.96,132146.55,57947.41,PM001,S001,Delivered
O009492,2024-05-10,C02737,P0471,2,52112.51,10,93802.52,66232.7,27569.82,PM002,S001,Delivered
O009493,2024-08-21,C00705,P0062,3,31988.59,5,91167.48,62350.17,28817.31,PM001,S002,Delivered
O009494,2024-06-02,C00283,P0135,4,56593.37,15,192417.46,139264.44,53153.02,PM003,S001,Delivered
O009495,2024-11-25,C03830,P0435,4,55080.01,5,209304.04,141243.84,68060.2,PM001,S002,Delivered
O009496,2025-09-28,C03684,P0160,1,53390.16,15,45381.64,43378.13,2003.51,PM002,S002,Delivered
O009497,2025-09-03,C00971,P0107,1,1655.19,15,1406.91,1286.96,119.95,PM004,S002,Delivered
O009498,2024-02-22,C04073,P0330,1,58137.16,15,49416.59,37612.64,11803.95,PM001,S002,Pending
O009499,2025-04-12,C00489,P0243,1,22513.98,0,22513.98,16717.18,5796.8,PM001,S001,Delivered
O009500,2025-10-01,C03107,P0243,3,22513.98,25,50656.46,50151.54,504.92,PM003,S001,Delivered
O009501,2025-02-16,C02854,P0101,1,8525.37,15,7246.56,6446.55,800.01,PM005,S003,Delivered
O009502,2024-01-14,C02090,P0225,3,26931.29,10,72714.48,57393.78,15320.7,PM001,S003,Delivered
O009503,2025-05-10,C00170,P0282,2,21038.55,5,39973.24,27955.54,12017.7,PM004,S001,Delivered
O009504,2025-05-31,C04017,P0043,1,13871.38,0,13871.38,9024.09,4847.29,PM001,S002,Returned
O009505,2025-01-02,C01593,P0365,1,56059.32,15,47650.42,34483.04,13167.38,PM001,S001,Returned
O009506,2025-06-22,C04964,P0318,3,43885.43,10,118490.66,87595.59,30895.07,PM002,S001,Returned
O009507,2025-09-28,C00566,P0415,1,43255.74,20,0.0,36419.99,0.0,PM003,S002,Cancelled
O009508,2025-03-27,C01418,P0478,2,4359.37,20,6974.99,6162.82,812.17,PM005,S001,Returned
O009509,2025-06-24,C03368,P0023,1,42198.71,0,42198.71,35533.83,6664.88,PM001,S002,Delivered
O009510,2025-05-29,C00385,P0064,3,48548.63,10,131081.3,93443.79,37637.51,PM003,S001,Delivered
O009511,2025-04-25,C02646,P0477,1,61159.13,10,55043.22,38776.78,16266.44,PM001,S002,Delivered
O009512,2025-02-17,C03136,P0328,1,24445.78,10,22001.2,16998.83,5002.37,PM005,S001,Delivered
O009513,2024-08-15,C04177,P0183,2,24024.55,10,43244.19,31680.44,11563.75,PM001,S002,Delivered
O009514,2024-05-16,C03257,P0144,3,4852.11,15,12372.88,11055.09,1317.79,PM003,S001,Delivered
O009515,2024-08-27,C00238,P0120,1,17426.34,10,15683.71,13496.7,2187.01,PM001,S001,Delivered
O009516,2025-11-02,C03441,P0265,4,5861.84,15,19930.26,14646.72,5283.54,PM005,S001,Delivered
O009517,2025-04-16,C04833,P0260,1,53249.8,25,39937.35,36422.03,3515.32,PM001,S001,Delivered
O009518,2025-06-01,C04936,P0467,1,6122.85,10,5510.56,5317.91,192.65,PM001,S003,Delivered
O009519,2025-04-05,C01933,P0039,1,40478.77,10,36430.89,27852.79,8578.1,PM003,S001,Delivered
O009520,2024-10-31,C03162,P0300,3,2586.42,15,6595.37,6312.57,282.8,PM004,S002,Delivered
O009521,2025-10-16,C02577,P0297,1,54866.92,0,54866.92,47426.96,7439.96,PM005,S001,Pending
O009522,2024-06-29,C04184,P0269,2,57177.25,0,114354.5,97303.58,17050.92,PM001,S001,Delivered
O009523,2024-01-30,C02072,P0076,1,39678.14,0,39678.14,29899.89,9778.25,PM001,S002,Delivered
O009524,2024-02-09,C00332,P0457,3,80642.27,10,217734.13,146733.36,71000.77,PM004,S001,Delivered
O009525,2024-07-05,C03130,P0396,1,46980.36,10,42282.32,32210.84,10071.48,PM001,S001,Delivered
O009526,2024-11-14,C02512,P0280,2,7166.02,5,13615.44,8751.54,4863.9,PM003,S001,Delivered
O009527,2024-08-14,C03050,P0048,4,16307.11,10,58705.6,50162.4,8543.2,PM002,S001,Delivered
O009528,2024-11-19,C04285,P0205,1,696.08,25,522.06,574.79,-52.73,PM003,S001,Delivered
O009529,2024-02-12,C03536,P0099,4,72469.28,20,231901.7,188133.56,43768.14,PM002,S001,Pending
O009530,2025-10-17,C00353,P0288,1,35513.23,5,33737.57,29049.51,4688.06,PM003,S001,Delivered
O009531,2024-10-04,C03123,P0422,1,42145.35,25,31609.01,26237.88,5371.13,PM003,S002,Delivered
O009532,2024-11-14,C02032,P0462,1,20438.55,5,19416.62,12730.23,6686.39,PM003,S003,Delivered
O009533,2024-06-22,C00860,P0450,2,13956.49,10,25121.68,23213.1,1908.58,PM003,S002,Delivered
O009534,2025-11-15,C02927,P0438,1,54476.44,15,46304.97,41210.08,5094.89,PM002,S001,Delivered
O009535,2024-02-10,C04263,P0277,1,4711.49,10,4240.34,2927.9,1312.44,PM003,S001,Delivered
O009536,2025-02-12,C04045,P0159,2,12243.78,20,19590.05,18109.58,1480.47,PM004,S001,Delivered
O009537,2025-07-15,C04197,P0320,1,32874.44,10,29587.0,22905.89,6681.11,PM004,S002,Delivered
O009538,2024-11-18,C04621,P0436,1,31579.31,5,30000.34,25591.4,4408.94,PM004,S001,Delivered
O009539,2024-06-28,C01171,P0163,3,73556.16,10,198601.63,140441.76,58159.87,PM001,S001,Delivered
O009540,2024-06-07,C04584,P0144,2,4852.11,20,7763.38,7370.06,393.32,PM003,S001,Pending
O009541,2024-02-06,C02129,P0168,1,7091.8,15,6028.03,5168.22,859.81,PM005,S001,Delivered
O009542,2025-02-09,C02628,P0090,1,38421.72,5,36500.63,30511.95,5988.68,PM001,S001,Pending
O009543,2025-06-22,C04918,P0038,2,33902.69,0,67805.38,50049.72,17755.66,PM004,S001,Delivered
O009544,2025-01-10,C03634,P0441,1,59167.87,10,53251.08,38769.9,14481.18,PM001,S002,Delivered
O009545,2024-09-12,C01606,P0259,2,61852.22,0,123704.44,77001.66,46702.78,PM001,S003,Delivered
O009546,2024-10-04,C02934,P0165,1,33123.09,10,29810.78,23671.2,6139.58,PM002,S002,Delivered
O009547,2024-09-05,C00072,P0100,2,61581.76,5,117005.34,76125.24,40880.1,PM004,S002,Delivered
O009548,2025-11-23,C02293,P0486,1,57001.33,20,45601.06,37058.64,8542.42,PM001,S001,Delivered
O009549,2024-01-17,C04675,P0258,1,24826.11,0,24826.11,20983.42,3842.69,PM001,S002,Delivered
O009550,2025-01-02,C01234,P0470,1,7219.04,25,5414.28,4987.23,427.05,PM001,S001,Delivered
O009551,2024-05-04,C00194,P0259,1,61852.22,0,61852.22,38500.83,23351.39,PM001,S001,Delivered
O009552,2024-11-07,C04634,P0104,1,36877.85,10,33190.06,28361.8,4828.26,PM003,S002,Delivered
O009553,2024-07-30,C04428,P0175,2,12941.59,10,23294.86,17060.26,6234.6,PM001,S001,Delivered
